Piece	i	Task	Start	Finish	Duration	Resource	Duration_%	Description	Duration_normalized
K280-1 (F)	48	IV	19.3	19.7	0.4	tonic of adjacent applied chord(s)	0.26	Duration: 0.4<br>Local harmony: IV	0.4
K280-1 (F)	49	III	78.0	78.7	0.7	tonic of adjacent applied chord(s)	0.46	Duration: 0.7<br>Local harmony: V[V6\\	1.7
K280-1 (F)	50	III	79.0	79.7	0.7	tonic of adjacent applied chord(s)	0.46	Duration: 0.7<br>Local harmony: V	1.7
K280-1 (F)	51	III	80.0	81.0	1.0	tonic of adjacent applied chord(s)	0.66	Duration: 1.0<br>Local harmony: V]	3.0
K280-1 (F)	52	III	82.0	83.0	1.0	tonic of adjacent applied chord(s)	0.66	Duration: 1.0<br>Local harmony: V43	3.0
K280-1 (F)	53	IV	86.0	87.0	1.0	tonic of adjacent applied chord(s)	0.66	Duration: 1.0<br>Local harmony: IV	3.0
K280-1 (F)	54	V	100.3	101.0	0.7	tonic of adjacent applied chord(s)	0.46	Duration: 0.7<br>Local harmony: V6	1.7
K280-1 (F)	55	iii	102.3	103.0	0.7	tonic of adjacent applied chord(s)	0.46	Duration: 0.7<br>Local harmony: iii6	1.7
K280-1 (F)	56	IV	103.3	104.0	0.7	tonic of adjacent applied chord(s)	0.46	Duration: 0.7<br>Local harmony: IV6	1.7
K280-1 (F)	57	vi	128.0	128.3	0.3	tonic of adjacent applied chord(s)	0.2	Duration: 0.3<br>Local harmony: vi	0.0
K280-2 (f)	0	i	1.0	9.0	8.0	local	11.4	Duration: 8.0	100.0
K280-2 (f)	1	III	9.0	11.2	2.2	local	3.13	Duration: 2.2	27.5
K280-2 (f)	2	VII	11.2	12.0	0.8	applied	1.14	Duration: 0.8<br>In local context: V	10.0
K280-2 (f)	3	III	12.0	15.0	3.0	local	4.27	Duration: 3.0	37.5
K280-2 (f)	4	VII	15.0	16.0	1.0	applied	1.42	Duration: 1.0<br>In local context: V	12.5
K280-2 (f)	5	III	16.0	21.2	5.2	local	7.41	Duration: 5.2	65.0
K280-2 (f)	6	i	21.2	21.2	0.0	applied	0.0	Duration: 0.0<br>In local context: vi	0.0
K280-2 (f)	7	III	21.2	22.4	1.2	local	1.71	Duration: 1.2	15.0
K280-2 (f)	8	i	22.4	23.0	0.6	applied	0.85	Duration: 0.6<br>In local context: vi	7.5
K280-2 (f)	9	III	23.0	26.0	3.0	local	4.27	Duration: 3.0	37.5
K280-2 (f)	10	ii	26.0	31.0	5.0	local	7.12	Duration: 5.0	62.5
K280-2 (f)	11	v	31.0	31.2	0.2	local	0.28	Duration: 0.2	2.5
K280-2 (f)	12	II	31.2	32.0	0.8	applied	1.14	Duration: 0.8<br>In local context: V	10.0
K280-2 (f)	13	v	32.0	36.2	4.2	local	5.98	Duration: 4.2	52.5
K280-2 (f)	14	i	36.2	43.2	7.0	local	9.97	Duration: 7.0	87.5
K280-2 (f)	15	iv	43.2	44.0	0.8	applied	1.14	Duration: 0.8<br>In local context: iv	10.0
K280-2 (f)	16	i	44.0	45.4	1.4	local	1.99	Duration: 1.4	17.5
K280-2 (f)	17	V	45.4	46.0	0.6	applied	0.85	Duration: 0.6<br>In local context: V	7.5
K280-2 (f)	18	i	46.0	49.0	3.0	local	4.27	Duration: 3.0	37.5
K280-2 (f)	19	V	49.0	50.0	1.0	applied	1.42	Duration: 1.0<br>In local context: V	12.5
K280-2 (f)	20	i	50.0	54.2	4.2	local	5.98	Duration: 4.2	52.5
K280-2 (f)	21	iv	54.2	55.0	0.8	applied	1.14	Duration: 0.8<br>In local context: iv	10.0
K280-2 (f)	22	i	55.0	55.2	0.2	local	0.28	Duration: 0.2	2.5
K280-2 (f)	23	V	55.2	56.0	0.8	applied	1.14	Duration: 0.8<br>In local context: V	10.0
K280-2 (f)	24	i	56.0	57.2	1.2	local	1.71	Duration: 1.2	15.0
K280-2 (f)	25	iv	57.2	57.2	0.0	applied	0.0	Duration: 0.0<br>In local context: iv	0.0
K280-2 (f)	26	i	57.2	58.4	1.2	local	1.71	Duration: 1.2	15.0
K280-2 (f)	27	iv	58.4	59.2	0.8	applied	1.14	Duration: 0.8<br>In local context: iv	10.0
K280-2 (f)	28	V	59.2	59.2	0.0	applied	0.0	Duration: 0.0<br>In local context: V	0.0
K280-2 (f)	29	i	59.2	61.0	1.8	local	2.56	Duration: 1.8	22.5
K280-2 (f)	30	VII	12.0	13.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: V(64)	12.5
K280-2 (f)	31	VII	14.0	15.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: V	12.5
K280-2 (f)	32	VII	16.0	17.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: V2	12.5
K280-2 (f)	33	i	21.2	21.4	0.2	tonic of adjacent applied chord(s)	0.28	Duration: 0.2<br>Local harmony: vi	2.5
K280-2 (f)	34	i	23.0	23.2	0.2	tonic of adjacent applied chord(s)	0.28	Duration: 0.2<br>Local harmony: vi	2.5
K280-2 (f)	35	II	31.0	31.2	0.2	tonic of adjacent applied chord(s)	0.28	Duration: 0.2<br>Local harmony: V7	2.5
K280-2 (f)	36	II	32.0	33.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: V\\	12.5
K280-2 (f)	37	iv	44.0	45.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: iv6(9#7)	12.5
K280-2 (f)	38	V	46.0	47.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: V(64)	12.5
K280-2 (f)	39	V	48.0	49.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: V	12.5
K280-2 (f)	40	V	56.0	57.0	1.0	tonic of adjacent applied chord(s)	1.42	Duration: 1.0<br>Local harmony: V(64)	12.5
K280-2 (f)	41	iv	57.2	58.0	0.8	tonic of adjacent applied chord(s)	1.14	Duration: 0.8<br>Local harmony: iv	10.0
K280-2 (f)	42	V	59.2	60.0	0.8	tonic of adjacent applied chord(s)	1.14	Duration: 0.8<br>Local harmony: V(64)	10.0
K280-3 (F)	0	I	0.0	7.3	7.3	local	3.38	Duration: 7.3	37.4
K280-3 (F)	1	V	7.3	8.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	2	I	8.0	27.0	19.0	local	8.8	Duration: 19.0	100.0
K280-3 (F)	3	V	27.0	28.0	1.0	applied	0.46	Duration: 1.0<br>In local context: V	3.7
K280-3 (F)	4	I	28.0	29.0	1.0	local	0.46	Duration: 1.0	3.7
K280-3 (F)	5	V	29.0	31.3	2.3	local	1.07	Duration: 2.3	10.7
K280-3 (F)	6	II	31.3	32.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	7	V	32.0	33.3	1.3	local	0.6	Duration: 1.3	5.3
K280-3 (F)	8	II	33.3	34.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	9	V	34.0	35.3	1.3	local	0.6	Duration: 1.3	5.3
K280-3 (F)	10	II	35.3	36.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	11	V	36.0	48.3	12.3	local	5.7	Duration: 12.3	64.2
K280-3 (F)	12	II	48.3	49.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	13	V	49.0	67.0	18.0	local	8.34	Duration: 18.0	94.7
K280-3 (F)	14	I	67.0	68.0	1.0	applied	0.46	Duration: 1.0<br>In local context: IV	3.7
K280-3 (F)	15	V	68.0	82.0	14.0	local	6.49	Duration: 14.0	73.3
K280-3 (F)	16	ii	82.0	87.0	5.0	local	2.32	Duration: 5.0	25.1
K280-3 (F)	17	i	87.0	91.0	4.0	local	1.85	Duration: 4.0	19.8
K280-3 (F)	18	I	91.0	94.0	3.0	local	1.39	Duration: 3.0	14.4
K280-3 (F)	19	vi	94.0	107.3	13.3	local	6.16	Duration: 13.3	69.5
K280-3 (F)	20	I	107.3	114.3	7.0	local	3.24	Duration: 7.0	35.8
K280-3 (F)	21	V	114.3	115.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	22	I	115.0	134.0	19.0	local	8.8	Duration: 19.0	100.0
K280-3 (F)	23	V	134.0	135.0	1.0	applied	0.46	Duration: 1.0<br>In local context: V	3.7
K280-3 (F)	24	I	135.0	142.3	7.3	local	3.38	Duration: 7.3	37.4
K280-3 (F)	25	V	142.3	143.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	26	I	143.0	144.3	1.3	local	0.6	Duration: 1.3	5.3
K280-3 (F)	27	V	144.3	145.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	28	I	145.0	146.3	1.3	local	0.6	Duration: 1.3	5.3
K280-3 (F)	29	V	146.3	147.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	30	I	147.0	159.3	12.3	local	5.7	Duration: 12.3	64.2
K280-3 (F)	31	V	159.3	160.0	0.7	applied	0.32	Duration: 0.7<br>In local context: V	2.1
K280-3 (F)	32	I	160.0	178.0	18.0	local	8.34	Duration: 18.0	94.7
K280-3 (F)	33	IV	178.0	179.0	1.0	applied	0.46	Duration: 1.0<br>In local context: IV	3.7
K280-3 (F)	34	I	179.0	188.0	9.0	local	4.17	Duration: 9.0	46.5
K280-3 (F)	35	V	8.0	8.3	0.3	tonic of adjacent applied chord(s)	0.14	Duration: 0.3<br>Local harmony: V	0.0
K280-3 (F)	36	V	26.0	27.0	1.0	tonic of adjacent applied chord(s)	0.46	Duration: 1.0<br>Local harmony: V6	3.7
K280-3 (F)	37	V	28.0	29.0	1.0	tonic of adjacent applied chord(s)	0.46	Duration: 1.0<br>Local harmony: V	3.7
K280-3 (F)	38	II	32.0	33.3	1.3	tonic of adjacent applied chord(s)	0.6	Duration: 1.3<br>Local harmony: V	5.3
K280-3 (F)	39	II	34.0	35.3	1.3	tonic of adjacent applied chord(s)	0.6	Duration: 1.3<br>Local harmony: V	5.3
K280-3 (F)	40	II	36.0	42.0	6.0	tonic of adjacent applied chord(s)	2.78	Duration: 6.0<br>Local harmony: V\\	30.5
K280-3 (F)	41	II	49.0	50.0	1.0	tonic of adjacent applied chord(s)	0.46	Duration: 1.0<br>Local harmony: V(4)	3.7
K280-3 (F)	42	I	68.0	70.0	2.0	tonic of adjacent applied chord(s)	0.93	Duration: 2.0<br>Local harmony: IV	9.1
K280-3 (F)	43	V	115.0	115.3	0.3	tonic of adjacent applied chord(s)	0.14	Duration: 0.3<br>Local harmony: V	0.0
K280-3 (F)	44	V	133.0	134.0	1.0	tonic of adjacent applied chord(s)	0.46	Duration: 1.0<br>Local harmony: V6	3.7
K280-3 (F)	45	V	135.0	136.0	1.0	tonic of adjacent applied chord(s)	0.46	Duration: 1.0<br>Local harmony: V	3.7
K280-3 (F)	46	V	143.0	144.3	1.3	tonic of adjacent applied chord(s)	0.6	Duration: 1.3<br>Local harmony: V	5.3
K280-3 (F)	47	V	145.0	146.3	1.3	tonic of adjacent applied chord(s)	0.6	Duration: 1.3<br>Local harmony: V	5.3
K280-3 (F)	48	V	147.0	153.0	6.0	tonic of adjacent applied chord(s)	2.78	Duration: 6.0<br>Local harmony: V	30.5
K280-3 (F)	49	V	160.0	161.0	1.0	tonic of adjacent applied chord(s)	0.46	Duration: 1.0<br>Local harmony: V(4)	3.7
K280-3 (F)	50	IV	179.0	181.0	2.0	tonic of adjacent applied chord(s)	0.93	Duration: 2.0<br>Local harmony: IV	9.1
K281-1 (Bb)	0	I	1.0	14.9	13.9	local	11.33	Duration: 13.9	90.2
K281-1 (Bb)	1	ii	14.9	15.0	0.1	applied	0.08	Duration: 0.1<br>In local context: ii	0.0
K281-1 (Bb)	2	I	15.0	18.0	3.0	local	2.44	Duration: 3.0	19.0
K281-1 (Bb)	3	V	18.0	28.5	10.5	local	8.56	Duration: 10.5	68.0
K281-1 (Bb)	4	vi	28.5	29.0	0.5	applied	0.41	Duration: 0.5<br>In local context: ii	2.6
K281-1 (Bb)	5	V	29.0	32.5	3.5	local	2.85	Duration: 3.5	22.2
K281-1 (Bb)	6	vi	32.5	33.0	0.5	applied	0.41	Duration: 0.5<br>In local context: ii	2.6
K281-1 (Bb)	7	V	33.0	34.5	1.5	local	1.22	Duration: 1.5	9.2
K281-1 (Bb)	8	I	34.5	35.0	0.5	applied	0.41	Duration: 0.5<br>In local context: IV	2.6
K281-1 (Bb)	9	V	35.0	36.5	1.5	local	1.22	Duration: 1.5	9.2
K281-1 (Bb)	10	I	36.5	37.0	0.5	applied	0.41	Duration: 0.5<br>In local context: IV	2.6
K281-1 (Bb)	11	V	37.0	48.5	11.5	local	9.37	Duration: 11.5	74.5
K281-1 (Bb)	12	I	48.5	49.0	0.5	applied	0.41	Duration: 0.5<br>In local context: IV	2.6
K281-1 (Bb)	13	vi	49.0	50.0	1.0	applied	0.81	Duration: 1.0<br>In local context: ii	5.9
K281-1 (Bb)	14	vi	50.0	50.5	0.5	local	0.41	Duration: 0.5	2.6
K281-1 (Bb)	15	IV	50.5	51.0	0.5	applied	0.41	Duration: 0.5<br>In local context: VI	2.6
K281-1 (Bb)	16	ii	51.0	52.0	1.0	applied	0.81	Duration: 1.0<br>In local context: iv	5.9
K281-1 (Bb)	17	vi	52.0	52.5	0.5	local	0.41	Duration: 0.5	2.6
K281-1 (Bb)	18	V	52.5	53.0	0.5	applied	0.41	Duration: 0.5<br>In local context: VII	2.6
K281-1 (Bb)	19	III	53.0	54.0	1.0	applied	0.81	Duration: 1.0<br>In local context: V	5.9
K281-1 (Bb)	20	vi	54.0	57.2	3.2	local	2.61	Duration: 3.2	20.3
K281-1 (Bb)	21	ii	57.2	57.5	0.3	applied	0.24	Duration: 0.3<br>In local context: iv	1.3
K281-1 (Bb)	22	vi	57.5	57.8	0.3	local	0.24	Duration: 0.3	1.3
K281-1 (Bb)	23	ii	57.8	58.0	0.2	applied	0.16	Duration: 0.2<br>In local context: iv	0.7
K281-1 (Bb)	24	vi	58.0	59.2	1.2	local	0.98	Duration: 1.2	7.2
K281-1 (Bb)	25	ii	59.2	59.5	0.3	applied	0.24	Duration: 0.3<br>In local context: iv	1.3
K281-1 (Bb)	26	vi	59.5	62.0	2.5	local	2.04	Duration: 2.5	15.7
K281-1 (Bb)	27	I	62.0	63.0	1.0	local	0.81	Duration: 1.0	5.9
K281-1 (Bb)	28	IV	63.0	64.0	1.0	applied	0.81	Duration: 1.0<br>In local context: IV	5.9
K281-1 (Bb)	29	I	64.0	65.0	1.0	local	0.81	Duration: 1.0	5.9
K281-1 (Bb)	30	IV	65.0	66.0	1.0	applied	0.81	Duration: 1.0<br>In local context: IV	5.9
K281-1 (Bb)	31	I	66.0	67.8	1.8	local	1.47	Duration: 1.8	11.1
K281-1 (Bb)	32	V	67.8	68.0	0.2	applied	0.16	Duration: 0.2<br>In local context: V	0.7
K281-1 (Bb)	33	I	68.0	68.4	0.4	local	0.33	Duration: 0.4	2.0
K281-1 (Bb)	34	V	68.4	68.5	0.1	applied	0.08	Duration: 0.1<br>In local context: V	0.0
K281-1 (Bb)	35	I	68.5	83.9	15.4	local	12.55	Duration: 15.4	100.0
K281-1 (Bb)	36	ii	83.9	84.0	0.1	applied	0.08	Duration: 0.1<br>In local context: ii	0.0
K281-1 (Bb)	37	I	84.0	84.9	0.9	local	0.73	Duration: 0.9	5.2
K281-1 (Bb)	38	V	84.9	85.0	0.1	applied	0.08	Duration: 0.1<br>In local context: V	0.0
K281-1 (Bb)	39	I	85.0	97.5	12.5	local	10.19	Duration: 12.5	81.0
K281-1 (Bb)	40	ii	97.5	98.0	0.5	applied	0.41	Duration: 0.5<br>In local context: ii	2.6
K281-1 (Bb)	41	I	98.0	101.5	3.5	local	2.85	Duration: 3.5	22.2
K281-1 (Bb)	42	ii	101.5	102.0	0.5	applied	0.41	Duration: 0.5<br>In local context: ii	2.6
K281-1 (Bb)	43	I	102.0	103.5	1.5	local	1.22	Duration: 1.5	9.2
K281-1 (Bb)	44	IV	103.5	104.0	0.5	applied	0.41	Duration: 0.5<br>In local context: IV	2.6
K281-1 (Bb)	45	I	104.0	105.5	1.5	local	1.22	Duration: 1.5	9.2
K281-1 (Bb)	46	IV	105.5	106.0	0.5	applied	0.41	Duration: 0.5<br>In local context: IV	2.6
K281-1 (Bb)	47	I	106.0	108.4	2.4	local	1.96	Duration: 2.4	15.0
K281-1 (Bb)	48	IV	108.4	108.5	0.1	applied	0.08	Duration: 0.1<br>In local context: IV	0.0
K281-1 (Bb)	49	I	108.5	110.0	1.5	local	1.22	Duration: 1.5	9.2
K281-1 (Bb)	50	ii	15.0	15.9	0.9	tonic of adjacent applied chord(s)	0.73	Duration: 0.9<br>Local harmony: ii6	5.2
K281-1 (Bb)	51	vi	29.0	29.5	0.5	tonic of adjacent applied chord(s)	0.41	Duration: 0.5<br>Local harmony: ii6	2.6
K281-1 (Bb)	52	vi	33.0	33.5	0.5	tonic of adjacent applied chord(s)	0.41	Duration: 0.5<br>Local harmony: ii6	2.6
K281-1 (Bb)	53	I	35.0	35.2	0.2	tonic of adjacent applied chord(s)	0.16	Duration: 0.2<br>Local harmony: IV	0.7
K281-1 (Bb)	54	I	37.0	37.2	0.2	tonic of adjacent applied chord(s)	0.16	Duration: 0.2<br>Local harmony: IV	0.7
K281-1 (Bb)	55	III	54.0	54.2	0.2	tonic of adjacent applied chord(s)	0.16	Duration: 0.2<br>Local harmony: V\\	0.7
K281-1 (Bb)	56	ii	57.5	57.8	0.3	tonic of adjacent applied chord(s)	0.24	Duration: 0.3<br>Local harmony: iv	1.3
K281-1 (Bb)	57	ii	58.0	58.2	0.2	tonic of adjacent applied chord(s)	0.16	Duration: 0.2<br>Local harmony: iv	0.7
K281-1 (Bb)	58	ii	59.5	59.8	0.3	tonic of adjacent applied chord(s)	0.24	Duration: 0.3<br>Local harmony: iv	1.3
K281-1 (Bb)	59	IV	62.0	63.0	1.0	tonic of adjacent applied chord(s)	0.81	Duration: 1.0<br>Local harmony: IV6	5.9
K281-1 (Bb)	60	IV	64.0	65.0	1.0	tonic of adjacent applied chord(s)	0.81	Duration: 1.0<br>Local harmony: IV	5.9
K281-1 (Bb)	61	IV	66.0	67.8	1.8	tonic of adjacent applied chord(s)	1.47	Duration: 1.8<br>Local harmony: IV	11.1
K281-1 (Bb)	62	V	68.0	68.4	0.4	tonic of adjacent applied chord(s)	0.33	Duration: 0.4<br>Local harmony: V\\	2.0
K281-1 (Bb)	63	V	68.5	70.0	1.5	tonic of adjacent applied chord(s)	1.22	Duration: 1.5<br>Local harmony: V6	9.2
K281-1 (Bb)	64	ii	84.0	84.9	0.9	tonic of adjacent applied chord(s)	0.73	Duration: 0.9<br>Local harmony: ii6	5.2
K281-1 (Bb)	65	V	85.0	87.0	2.0	tonic of adjacent applied chord(s)	1.63	Duration: 2.0<br>Local harmony: V\\	12.4
K281-1 (Bb)	66	ii	98.0	98.5	0.5	tonic of adjacent applied chord(s)	0.41	Duration: 0.5<br>Local harmony: ii6	2.6
K281-1 (Bb)	67	ii	102.0	102.5	0.5	tonic of adjacent applied chord(s)	0.41	Duration: 0.5<br>Local harmony: ii6	2.6
K281-1 (Bb)	68	IV	104.0	104.2	0.2	tonic of adjacent applied chord(s)	0.16	Duration: 0.2<br>Local harmony: IV	0.7
K281-1 (Bb)	69	IV	106.0	106.2	0.2	tonic of adjacent applied chord(s)	0.16	Duration: 0.2<br>Local harmony: IV	0.7
K281-1 (Bb)	70	IV	108.5	108.9	0.4	tonic of adjacent applied chord(s)	0.33	Duration: 0.4<br>Local harmony: IV	2.0
K281-2 (Eb)	0	I	1.0	20.0	19.0	local	15.78	Duration: 19.0	100.0
K281-2 (Eb)	1	V	20.0	21.0	1.0	applied	0.83	Duration: 1.0<br>In local context: V	4.8
K281-2 (Eb)	2	V	21.0	39.0	18.0	local	14.95	Duration: 18.0	94.7
K281-2 (Eb)	3	vi	39.0	39.2	0.2	applied	0.17	Duration: 0.2<br>In local context: ii	0.5
K281-2 (Eb)	4	V	39.2	39.3	0.1	local	0.08	Duration: 0.1	0.0
K281-2 (Eb)	5	II	39.3	40.0	0.7	applied	0.58	Duration: 0.7<br>In local context: V	3.2
K281-2 (Eb)	6	V	40.0	41.0	1.0	local	0.83	Duration: 1.0	4.8
K281-2 (Eb)	7	vi	41.0	41.2	0.2	applied	0.17	Duration: 0.2<br>In local context: ii	0.5
K281-2 (Eb)	8	V	41.2	41.3	0.1	local	0.08	Duration: 0.1	0.0
K281-2 (Eb)	9	II	41.3	42.0	0.7	applied	0.58	Duration: 0.7<br>In local context: V	3.2
K281-2 (Eb)	10	V	42.0	47.0	5.0	local	4.15	Duration: 5.0	25.9
K281-2 (Eb)	11	I	47.0	53.0	6.0	local	4.98	Duration: 6.0	31.2
K281-2 (Eb)	12	V	53.0	54.0	1.0	applied	0.83	Duration: 1.0<br>In local context: V	4.8
K281-2 (Eb)	13	I	54.0	72.3	18.3	local	15.2	Duration: 18.3	96.3
K281-2 (Eb)	14	IV	72.3	74.0	1.7	applied	1.41	Duration: 1.7<br>In local context: IV	8.5
K281-2 (Eb)	15	I	74.0	76.0	2.0	local	1.66	Duration: 2.0	10.1
K281-2 (Eb)	16	IV	76.0	77.0	1.0	applied	0.83	Duration: 1.0<br>In local context: IV	4.8
K281-2 (Eb)	17	I	77.0	80.0	3.0	local	2.49	Duration: 3.0	15.3
K281-2 (Eb)	18	ii	80.0	81.0	1.0	applied	0.83	Duration: 1.0<br>In local context: ii	4.8
K281-2 (Eb)	19	I	81.0	99.0	18.0	local	14.95	Duration: 18.0	94.7
K281-2 (Eb)	20	ii	99.0	99.2	0.2	applied	0.17	Duration: 0.2<br>In local context: ii	0.5
K281-2 (Eb)	21	I	99.2	99.3	0.1	local	0.08	Duration: 0.1	0.0
K281-2 (Eb)	22	V	99.3	100.0	0.7	applied	0.58	Duration: 0.7<br>In local context: V	3.2
K281-2 (Eb)	23	I	100.0	101.0	1.0	local	0.83	Duration: 1.0	4.8
K281-2 (Eb)	24	ii	101.0	101.2	0.2	applied	0.17	Duration: 0.2<br>In local context: ii	0.5
K281-2 (Eb)	25	I	101.2	101.3	0.1	local	0.08	Duration: 0.1	0.0
K281-2 (Eb)	26	V	101.3	102.0	0.7	applied	0.58	Duration: 0.7<br>In local context: V	3.2
K281-2 (Eb)	27	I	102.0	106.0	4.0	local	3.32	Duration: 4.0	20.6
K281-2 (Eb)	28	V	18.0	20.0	2.0	tonic of adjacent applied chord(s)	1.66	Duration: 2.0<br>Local harmony: V6	10.1
K281-2 (Eb)	29	vi	39.2	39.3	0.1	tonic of adjacent applied chord(s)	0.08	Duration: 0.1<br>Local harmony: ii6	0.0
K281-2 (Eb)	30	II	40.0	41.0	1.0	tonic of adjacent applied chord(s)	0.83	Duration: 1.0<br>Local harmony: V(64)	4.8
K281-2 (Eb)	31	vi	41.2	41.3	0.1	tonic of adjacent applied chord(s)	0.08	Duration: 0.1<br>Local harmony: ii6	0.0
K281-2 (Eb)	32	II	42.0	43.0	1.0	tonic of adjacent applied chord(s)	0.83	Duration: 1.0<br>Local harmony: V(64)	4.8
K281-2 (Eb)	33	V	52.3	53.0	0.7	tonic of adjacent applied chord(s)	0.58	Duration: 0.7<br>Local harmony: V]	3.2
K281-2 (Eb)	34	V	52.2	52.3	0.1	tonic of adjacent applied chord(s)	0.08	Duration: 0.1<br>Local harmony: V(64)	0.0
K281-2 (Eb)	35	V	51.0	52.2	1.2	tonic of adjacent applied chord(s)	1.0	Duration: 1.2<br>Local harmony: V7	5.8
K281-2 (Eb)	36	V	50.3	51.0	0.7	tonic of adjacent applied chord(s)	0.58	Duration: 0.7<br>Local harmony: V(6#4)	3.2
K281-2 (Eb)	37	V	50.2	50.3	0.1	tonic of adjacent applied chord(s)	0.08	Duration: 0.1<br>Local harmony: V7	0.0
K281-2 (Eb)	38	V	50.0	50.2	0.2	tonic of adjacent applied chord(s)	0.17	Duration: 0.2<br>Local harmony: V(64)	0.5
K281-2 (Eb)	39	V	49.0	50.0	1.0	tonic of adjacent applied chord(s)	0.83	Duration: 1.0<br>Local harmony: V(64)	4.8
K281-2 (Eb)	40	V	48.3	49.0	0.7	tonic of adjacent applied chord(s)	0.58	Duration: 0.7<br>Local harmony: V7	3.2
K281-2 (Eb)	41	V	48.2	48.3	0.1	tonic of adjacent applied chord(s)	0.08	Duration: 0.1<br>Local harmony: V(64)	0.0
K281-2 (Eb)	42	V	47.0	48.2	1.2	tonic of adjacent applied chord(s)	1.0	Duration: 1.2<br>Local harmony: V[V	5.8
K281-2 (Eb)	43	IV	74.0	76.0	2.0	tonic of adjacent applied chord(s)	1.66	Duration: 2.0<br>Local harmony: IV6	10.1
K281-2 (Eb)	44	ii	79.2	80.0	0.8	tonic of adjacent applied chord(s)	0.66	Duration: 0.8<br>Local harmony: ii	3.7
K281-2 (Eb)	45	ii	79.0	79.2	0.2	tonic of adjacent applied chord(s)	0.17	Duration: 0.2<br>Local harmony: ii6	0.5
K281-2 (Eb)	46	ii	99.2	99.3	0.1	tonic of adjacent applied chord(s)	0.08	Duration: 0.1<br>Local harmony: ii6	0.0
K281-2 (Eb)	47	V	100.0	101.0	1.0	tonic of adjacent applied chord(s)	0.83	Duration: 1.0<br>Local harmony: V(64)	4.8
K281-2 (Eb)	48	ii	101.2	101.3	0.1	tonic of adjacent applied chord(s)	0.08	Duration: 0.1<br>Local harmony: ii6	0.0
K281-2 (Eb)	49	V	102.0	103.0	1.0	tonic of adjacent applied chord(s)	0.83	Duration: 1.0<br>Local harmony: V(64)	4.8
K281-3 (Bb)	0	ii	0.0	1.0	1.0	applied	0.52	Duration: 1.0<br>In local context: .Bb.V65	8.3
K281-3 (Bb)	1	I	1.0	5.0	4.0	local	2.07	Duration: 4.0	25.0
K281-3 (Bb)	2	ii	5.0	5.0	0.0	applied	0.0	Duration: 0.0<br>In local context: ii	2.8
K281-3 (Bb)	3	I	5.0	10.5	5.5	local	2.84	Duration: 5.5	33.3
K281-3 (Bb)	4	V	10.5	10.0	-0.5	applied	-0.26	Duration: -0.5<br>In local context: V	0.0
K281-3 (Bb)	5	I	10.0	22.0	12.0	local	6.2	Duration: 12.0	69.4
K281-3 (Bb)	6	V	22.0	39.5	17.5	local	9.04	Duration: 17.5	100.0
K281-3 (Bb)	7	I	39.5	40.0	0.5	applied	0.26	Duration: 0.5<br>In local context: IV	5.6
K281-3 (Bb)	8	V	40.0	41.5	1.5	local	0.78	Duration: 1.5	11.1
K281-3 (Bb)	9	I	41.5	42.0	0.5	applied	0.26	Duration: 0.5<br>In local context: IV	5.6
K281-3 (Bb)	10	V	42.0	44.0	2.0	local	1.03	Duration: 2.0	13.9
K281-3 (Bb)	11	ii	44.0	44.0	0.0	applied	0.0	Duration: 0.0<br>In local context: ii	2.8
K281-3 (Bb)	12	I	44.0	48.0	4.0	local	2.07	Duration: 4.0	25.0
K281-3 (Bb)	13	ii	48.0	48.0	0.0	applied	0.0	Duration: 0.0<br>In local context: ii	2.8
K281-3 (Bb)	14	I	48.0	52.0	4.0	local	2.07	Duration: 4.0	25.0
K281-3 (Bb)	15	vi	52.0	57.5	5.5	local	2.84	Duration: 5.5	33.3
K281-3 (Bb)	16	ii	57.5	57.0	-0.5	applied	-0.26	Duration: -0.5<br>In local context: iv	0.0
K281-3 (Bb)	17	vi	57.0	65.5	8.5	local	4.39	Duration: 8.5	50.0
K281-3 (Bb)	18	ii	65.5	65.0	-0.5	applied	-0.26	Duration: -0.5<br>In local context: iv	0.0
